destination_iso_country,Day of date,psg_ranking,psg_wow_change,psg_yoy_change,destination_country,passengers_number_7days
FM,"August 3, 2021",4,-34.10%,-75.76%,Micronesia (Federated States of),634
FJ,"August 3, 2021",2,-0.14%,-86.37%,Fiji,4396
WS,"August 4, 2021",7,-43.71%,-93.56%,Samoa,340
VU,"August 4, 2021",3,-14.02%,-65.18%,Vanuatu,2600
TO,"August 4, 2021",8,0.00%,-90.83%,Tonga,302
SB,"August 4, 2021",5,0.00%,-82.14%,Solomon Islands,458
PW,"August 4, 2021",9,48.21%,-93.88%,Palau,166
PG,"August 4, 2021",1,-3.49%,54.10%,Papua New Guinea,39812
MH,"August 4, 2021",6,59.71%,-54.04%,Marshall Islands (the),444
FM,"August 4, 2021",4,-11.79%,-74.78%,Micronesia (Federated States of),688
FJ,"August 4, 2021",2,-14.45%,-87.92%,Fiji,3830
WS,"August 5, 2021",6,12.58%,-93.48%,Samoa,340
VU,"August 5, 2021",3,-25.99%,-70.90%,Vanuatu,2290
TO,"August 5, 2021",7,0.00%,-91.01%,Tonga,302
SB,"August 5, 2021",9,-76.08%,-94.39%,Solomon Islands,144
PW,"August 5, 2021",8,48.21%,-93.81%,Palau,166
PG,"August 5, 2021",1,0.92%,54.97%,Papua New Guinea,40632
MH,"August 5, 2021",5,122.32%,-48.45%,Marshall Islands (the),498
FM,"August 5, 2021",4,-39.04%,-80.04%,Micronesia (Federated States of),556
FJ,"August 5, 2021",2,-24.04%,-88.30%,Fiji,3675
WS,"August 6, 2021",6,12.58%,-93.48%,Samoa,340
VU,"August 6, 2021",3,-28.30%,-71.13%,Vanuatu,2290
TO,"August 6, 2021",7,0.00%,-90.07%,Tonga,302
SB,"August 6, 2021",9,-76.08%,-94.38%,Solomon Islands,144
PW,"August 6, 2021",8,48.21%,-94.46%,Palau,166
PG,"August 6, 2021",1,-0.63%,55.83%,Papua New Guinea,40577
NR,"August 6, 2021",10,-3.03%,-75.29%,Nauru,128
MH,"August 6, 2021",5,122.32%,-40.29%,Marshall Islands (the),498
FM,"August 6, 2021",4,-25.47%,-81.27%,Micronesia (Federated States of),556
FJ,"August 6, 2021",2,-16.40%,-88.12%,Fiji,3706
WS,"August 7, 2021",6,12.58%,-93.43%,Samoa,340
VU,"August 7, 2021",3,-17.16%,-66.74%,Vanuatu,2530
TO,"August 7, 2021",7,0.00%,-90.72%,Tonga,302
SB,"August 7, 2021",9,-76.08%,-94.17%,Solomon Islands,144
PW,"August 7, 2021",8,48.21%,-93.90%,Palau,166
PG,"August 7, 2021",1,-0.66%,53.90%,Papua New Guinea,40315
NR,"August 7, 2021",10,-3.03%,-80.37%,Nauru,128
MH,"August 7, 2021",5,122.32%,-47.36%,Marshall Islands (the),498
FM,"August 7, 2021",4,14.48%,-78.44%,Micronesia (Federated States of),664
FJ,"August 7, 2021",2,-16.91%,-88.17%,Fiji,3706
WS,"August 8, 2021",6,12.58%,-93.44%,Samoa,340
VU,"August 8, 2021",3,-24.63%,-67.25%,Vanuatu,2430
TO,"August 8, 2021",7,0.00%,-90.72%,Tonga,302
SB,"August 8, 2021",9,-76.08%,-94.58%,Solomon Islands,144
PW,"August 8, 2021",8,0.00%,-93.96%,Palau,166
PG,"August 8, 2021",1,-5.65%,42.84%,Papua New Guinea,38803
NR,"August 8, 2021",10,-3.03%,-85.96%,Nauru,128
MH,"August 8, 2021",5,122.32%,-53.80%,Marshall Islands (the),498
FM,"August 8, 2021",4,-3.79%,-79.84%,Micronesia (Federated States of),610
FJ,"August 8, 2021",2,-9.22%,-86.99%,Fiji,4049
WS,"August 9, 2021",6,744.74%,-93.83%,Samoa,321
VU,"August 9, 2021",3,-19.38%,-65.75%,Vanuatu,2430
TO,"August 9, 2021",8,0.00%,-90.72%,Tonga,302
SB,"August 9, 2021",7,-31.88%,-88.26%,Solomon Islands,312
PW,"August 9, 2021",9,0.00%,-94.08%,Palau,166
PG,"August 9, 2021",1,-4.49%,43.28%,Papua New Guinea,38797
NR,"August 9, 2021",10,-3.03%,-85.96%,Nauru,128
MH,"August 9, 2021",5,-12.16%,-54.55%,Marshall Islands (the),390
FM,"August 9, 2021",4,17.03%,-74.57%,Micronesia (Federated States of),742
FJ,"August 9, 2021",2,9.19%,-84.12%,Fiji,4849
WS,"August 10, 2021",7,744.74%,-93.84%,Samoa,321
VU,"August 10, 2021",3,-22.34%,-67.28%,Vanuatu,2260
TO,"August 10, 2021",9,-64.57%,-93.44%,Tonga,214
SB,"August 10, 2021",8,-31.88%,-88.26%,Solomon Islands,312
PW,"August 10, 2021",6,96.39%,-89.72%,Palau,326
PG,"August 10, 2021",1,-0.99%,46.95%,Papua New Guinea,39354
NR,"August 10, 2021",10,-3.03%,-85.96%,Nauru,128
MH,"August 10, 2021",5,-12.16%,-54.55%,Marshall Islands (the),390
FM,"August 10, 2021",4,37.85%,-70.28%,Micronesia (Federated States of),874
FJ,"August 10, 2021",2,4.09%,-85.02%,Fiji,4576
WS,"August 11, 2021",7,-5.59%,-93.79%,Samoa,321
VU,"August 11, 2021",3,-1.15%,-61.70%,Vanuatu,2570
TO,"August 11, 2021",9,-29.14%,-93.44%,Tonga,214
SB,"August 11, 2021",8,-31.88%,-88.67%,Solomon Islands,312
PW,"August 11, 2021",6,96.39%,-89.69%,Palau,326
PG,"August 11, 2021",1,-1.28%,48.17%,Papua New Guinea,39304
NR,"August 11, 2021",10,,-85.90%,Nauru,128
MH,"August 11, 2021",5,-12.16%,-54.55%,Marshall Islands (the),390
FM,"August 11, 2021",4,19.19%,-71.41%,Micronesia (Federated States of),820
FJ,"August 11, 2021",2,36.53%,-83.16%,Fiji,5229
WS,"August 12, 2021",7,-5.59%,-93.78%,Samoa,321
VU,"August 12, 2021",3,28.82%,-55.52%,Vanuatu,2950
TO,"August 12, 2021",9,-29.14%,-93.44%,Tonga,214
SB,"August 12, 2021",8,116.67%,-88.67%,Solomon Islands,312
PW,"August 12, 2021",6,96.39%,-89.78%,Palau,326
PG,"August 12, 2021",1,-4.52%,49.47%,Papua New Guinea,38795
NR,"August 12, 2021",10,,-85.90%,Nauru,128
MH,"August 12, 2021",5,-32.53%,-60.84%,Marshall Islands (the),336
FM,"August 12, 2021",4,71.22%,-66.81%,Micronesia (Federated States of),952
FJ,"August 12, 2021",2,41.03%,-83.36%,Fiji,5183
WS,"August 13, 2021",7,-5.59%,-93.87%,Samoa,321
VU,"August 13, 2021",3,34.93%,-53.38%,Vanuatu,3090
TO,"August 13, 2021",9,-29.14%,-92.83%,Tonga,214
SB,"August 13, 2021",8,116.67%,-88.66%,Solomon Islands,312
PW,"August 13, 2021",6,96.39%,-89.81%,Palau,326
PG,"August 13, 2021",1,-3.88%,50.45%,Papua New Guinea,39003
NR,"August 13, 2021",10,0.00%,-87.67%,Nauru,128
MH,"August 13, 2021",5,-32.53%,-60.84%,Marshall Islands (the),336
FM,"August 13, 2021",4,71.22%,-69.17%,Micronesia (Federated States of),952
FJ,"August 13, 2021",2,45.36%,-82.87%,Fiji,5387
WS,"August 14, 2021",7,-5.59%,-93.93%,Samoa,321
VU,"August 14, 2021",3,15.42%,-58.01%,Vanuatu,2920
TO,"August 14, 2021",10,-29.14%,-92.83%,Tonga,214
SB,"August 14, 2021",8,116.67%,-88.78%,Solomon Islands,312
PW,"August 14, 2021",5,193.37%,-85.63%,Palau,487
PG,"August 14, 2021",1,-3.20%,55.56%,Papua New Guinea,39024
NR,"August 14, 2021",9,100.00%,-78.08%,Nauru,256
MH,"August 14, 2021",6,-32.53%,-60.84%,Marshall Islands (the),336
FM,"August 14, 2021",4,11.14%,-76.10%,Micronesia (Federated States of),738
FJ,"August 14, 2021",2,31.65%,-84.52%,Fiji,4879
WS,"August 15, 2021",8,-5.59%,-93.93%,Samoa,321
VU,"August 15, 2021",3,20.16%,-59.50%,Vanuatu,2920
TO,"August 15, 2021",10,-29.14%,-92.83%,Tonga,214
SB,"August 15, 2021",9,116.67%,-88.22%,Solomon Islands,312
PW,"August 15, 2021",5,164.46%,-86.95%,Palau,439
PG,"August 15, 2021",1,1.36%,57.39%,Papua New Guinea,39331
NR,"August 15, 2021",6,212.50%,-55.65%,Nauru,400
MH,"August 15, 2021",7,-32.53%,-53.72%,Marshall Islands (the),336
FM,"August 15, 2021",4,20.98%,-76.51%,Micronesia (Federated States of),738
FJ,"August 15, 2021",2,17.46%,-84.75%,Fiji,4756
WS,"August 16, 2021",7,-5.92%,-94.22%,Samoa,302
VU,"August 16, 2021",3,25.93%,-59.39%,Vanuatu,3060
TO,"August 16, 2021",8,-29.14%,-92.83%,Tonga,214
SB,"August 16, 2021",9,-53.85%,-94.56%,Solomon Islands,144
PW,"August 16, 2021",5,164.46%,-86.76%,Palau,439
PG,"August 16, 2021",1,1.56%,57.71%,Papua New Guinea,39402
NR,"August 16, 2021",6,212.50%,-55.65%,Nauru,400
MH,"August 16, 2021",10,-71.28%,-85.64%,Marshall Islands (the),112
FM,"August 16, 2021",4,-18.33%,-81.35%,Micronesia (Federated States of),606
FJ,"August 16, 2021",2,-11.24%,-85.99%,Fiji,4304
WS,"August 17, 2021",6,-5.92%,-94.17%,Samoa,302
VU,"August 17, 2021",3,35.40%,-59.65%,Vanuatu,3060
TO,"August 17, 2021",9,0.00%,-92.71%,Tonga,214
SB,"August 17, 2021",10,-53.85%,-94.66%,Solomon Islands,144
PW,"August 17, 2021",7,-14.42%,-90.53%,Palau,279
PG,"August 17, 2021",1,1.43%,53.11%,Papua New Guinea,39915
NR,"August 17, 2021",5,212.50%,-55.65%,Nauru,400
MH,"August 17, 2021",8,-28.72%,-64.36%,Marshall Islands (the),278
FM,"August 17, 2021",4,-26.77%,-79.35%,Micronesia (Federated States of),640
FJ,"August 17, 2021",2,-5.94%,-86.11%,Fiji,4304
VU,"August 18, 2021",3,7.00%,-65.13%,Vanuatu,2750
TO,"August 18, 2021",8,0.00%,-92.71%,Tonga,214
SB,"August 18, 2021",9,-53.85%,-94.66%,Solomon Islands,144
PW,"August 18, 2021",5,34.05%,-84.16%,Palau,437
PG,"August 18, 2021",1,4.24%,54.10%,Papua New Guinea,40971
NR,"August 18, 2021",6,212.50%,-55.65%,Nauru,400
MH,"August 18, 2021",7,-28.72%,-61.50%,Marshall Islands (the),278
FM,"August 18, 2021",4,-1.71%,-73.67%,Micronesia (Federated States of),806
FJ,"August 18, 2021",2,-30.18%,-87.93%,Fiji,3651
WS,"August 19, 2021",9,-14.33%,-94.68%,Samoa,275
VU,"August 19, 2021",3,-12.54%,-67.27%,Vanuatu,2580
TO,"August 19, 2021",10,0.00%,-92.71%,Tonga,214
SB,"August 19, 2021",5,79.17%,-79.27%,Solomon Islands,559
PW,"August 19, 2021",6,34.05%,-84.16%,Palau,437
PG,"August 19, 2021",1,7.78%,56.45%,Papua New Guinea,41812
NR,"August 19, 2021",7,212.50%,-55.65%,Nauru,400
MH,"August 19, 2021",8,-17.26%,-64.36%,Marshall Islands (the),278
FM,"August 19, 2021",4,-29.20%,-77.59%,Micronesia (Federated States of),674
FJ,"August 19, 2021",2,-23.13%,-86.75%,Fiji,3984
WS,"August 20, 2021",5,78.19%,-88.68%,Samoa,572
VU,"August 20, 2021",3,-16.50%,-68.05%,Vanuatu,2580
TO,"August 20, 2021",10,0.00%,-92.45%,Tonga,214
SB,"August 20, 2021",6,79.17%,-79.28%,Solomon Islands,559
PW,"August 20, 2021",7,34.05%,-83.75%,Palau,437
PG,"August 20, 2021",1,6.78%,54.28%,Papua New Guinea,41647
NR,"August 20, 2021",8,212.50%,-48.19%,Nauru,400
MH,"August 20, 2021",9,-17.26%,-64.36%,Marshall Islands (the),278
FM,"August 20, 2021",4,-29.20%,-74.28%,Micronesia (Federated States of),674
FJ,"August 20, 2021",2,-28.38%,-86.93%,Fiji,3858
WS,"August 21, 2021",5,78.19%,-88.51%,Samoa,572
VU,"August 21, 2021",3,-6.85%,-66.01%,Vanuatu,2720
TO,"August 21, 2021",10,0.00%,-92.28%,Tonga,214
SB,"August 21, 2021",6,79.17%,-79.25%,Solomon Islands,559
PW,"August 21, 2021",7,-10.88%,-81.52%,Palau,434
PG,"August 21, 2021",1,8.31%,56.89%,Papua New Guinea,42266
NR,"August 21, 2021",8,55.47%,-21.96%,Nauru,398
MH,"August 21, 2021",9,-17.26%,-73.62%,Marshall Islands (the),278
FM,"August 21, 2021",4,-8.67%,-73.14%,Micronesia (Federated States of),674
FJ,"August 21, 2021",2,-9.47%,-84.92%,Fiji,4417
WS,"August 22, 2021",5,78.19%,-88.51%,Samoa,572
VU,"August 22, 2021",3,-9.25%,-66.87%,Vanuatu,2650
TO,"August 22, 2021",10,0.00%,-92.41%,Tonga,214
SB,"August 22, 2021",6,79.17%,-80.22%,Solomon Islands,559
PW,"August 22, 2021",7,-2.51%,-80.93%,Palau,428
PG,"August 22, 2021",1,10.68%,68.60%,Papua New Guinea,43533
NR,"August 22, 2021",9,-36.50%,-50.78%,Nauru,254
MH,"August 22, 2021",8,-17.26%,-73.62%,Marshall Islands (the),278
FM,"August 22, 2021",4,-1.36%,-71.60%,Micronesia (Federated States of),728
FJ,"August 22, 2021",2,-17.98%,-86.56%,Fiji,3901
WS,"August 23, 2021",5,89.40%,-88.61%,Samoa,572
VU,"August 23, 2021",3,-8.82%,-64.79%,Vanuatu,2790
TO,"August 23, 2021",10,0.00%,-92.47%,Tonga,214
SB,"August 23, 2021",6,288.19%,-79.49%,Solomon Islands,559
PW,"August 23, 2021",8,-2.51%,-80.93%,Palau,428
PG,"August 23, 2021",1,11.88%,72.21%,Papua New Guinea,44084
NR,"August 23, 2021",9,-5.00%,-26.36%,Nauru,380
MH,"August 23, 2021",7,296.43%,-57.87%,Marshall Islands (the),444
FM,"August 23, 2021",4,20.13%,-71.21%,Micronesia (Federated States of),728
FJ,"August 23, 2021",2,3.62%,-84.47%,Fiji,4460
WS,"August 24, 2021",5,89.40%,-88.63%,Samoa,572
VU,"August 24, 2021",3,-13.40%,-67.11%,Vanuatu,2650
SB,"August 24, 2021",7,288.19%,-78.95%,Solomon Islands,559
PW,"August 24, 2021",8,53.41%,-80.98%,Palau,428
PG,"August 24, 2021",1,7.11%,75.07%,Papua New Guinea,42751
NR,"August 24, 2021",4,58.50%,22.87%,Nauru,634
MH,"August 24, 2021",9,0.00%,-76.56%,Marshall Islands (the),278
FM,"August 24, 2021",6,-12.19%,-80.34%,Micronesia (Federated States of),562
FJ,"August 24, 2021",2,3.62%,-84.23%,Fiji,4460
WS,"August 25, 2021",4,,-85.30%,Samoa,742
VU,"August 25, 2021",3,6.18%,-62.83%,Vanuatu,2920
TO,"August 25, 2021",7,120.56%,-83.40%,Tonga,472
SB,"August 25, 2021",6,288.19%,-75.60%,Solomon Islands,559
PW,"August 25, 2021",8,-2.06%,-80.98%,Palau,428
PG,"August 25, 2021",1,3.45%,73.55%,Papua New Guinea,42385
NR,"August 25, 2021",5,58.50%,21.92%,Nauru,634
MH,"August 25, 2021",10,0.00%,-79.44%,Marshall Islands (the),278
FM,"August 25, 2021",9,-50.87%,-86.67%,Micronesia (Federated States of),396
FJ,"August 25, 2021",2,31.31%,-83.15%,Fiji,4794
WS,"August 26, 2021",4,179.64%,-84.58%,Samoa,769
VU,"August 26, 2021",3,14.34%,-60.12%,Vanuatu,2950
TO,"August 26, 2021",6,120.56%,-83.40%,Tonga,472
SB,"August 26, 2021",7,-18.07%,-80.01%,Solomon Islands,458
PW,"August 26, 2021",8,-2.06%,-80.67%,Palau,428
PG,"August 26, 2021",1,-0.34%,65.68%,Papua New Guinea,41671
NR,"August 26, 2021",5,58.50%,21.92%,Nauru,634
MH,"August 26, 2021",10,40.29%,-68.55%,Marshall Islands (the),390
FM,"August 26, 2021",9,-41.25%,-86.15%,Micronesia (Federated States of),396
FJ,"August 26, 2021",2,10.82%,-84.55%,Fiji,4415
WS,"August 27, 2021",6,-17.48%,-90.93%,Samoa,472
VU,"August 27, 2021",3,17.05%,-57.74%,Vanuatu,3020
TO,"August 27, 2021",5,120.56%,-83.40%,Tonga,472
SB,"August 27, 2021",7,-18.07%,-79.99%,Solomon Islands,458
PW,"August 27, 2021",8,-2.06%,-79.50%,Palau,428
PG,"August 27, 2021",1,-1.69%,61.49%,Papua New Guinea,40943
NR,"August 27, 2021",4,26.50%,-22.15%,Nauru,506
MH,"August 27, 2021",10,40.29%,-71.57%,Marshall Islands (the),390
FM,"August 27, 2021",9,-41.25%,-85.88%,Micronesia (Federated States of),396
FJ,"August 27, 2021",2,13.30%,-84.66%,Fiji,4371
WS,"August 28, 2021",6,-17.48%,-91.23%,Samoa,472
VU,"August 28, 2021",3,11.03%,-57.76%,Vanuatu,3020
TO,"August 28, 2021",5,120.56%,-83.76%,Tonga,472
SB,"August 28, 2021",7,-18.07%,-79.97%,Solomon Islands,458
PW,"August 28, 2021",8,-0.69%,-79.88%,Palau,431
PG,"August 28, 2021",1,-2.91%,60.33%,Papua New Guinea,41038
NR,"August 28, 2021",10,-4.52%,-51.28%,Nauru,380
MH,"August 28, 2021",9,40.29%,-64.48%,Marshall Islands (the),390
FM,"August 28, 2021",4,-17.51%,-80.94%,Micronesia (Federated States of),556
FJ,"August 28, 2021",2,-5.57%,-85.29%,Fiji,4171
WS,"August 29, 2021",8,-17.48%,-90.39%,Samoa,472
VU,"August 29, 2021",3,21.89%,-53.65%,Vanuatu,3230
TO,"August 29, 2021",7,120.56%,-85.15%,Tonga,472
SB,"August 29, 2021",9,-18.07%,-79.92%,Solomon Islands,458
PW,"August 29, 2021",4,32.01%,-74.91%,Palau,565
PG,"August 29, 2021",1,-8.74%,51.86%,Papua New Guinea,39728
NR,"August 29, 2021",6,99.21%,-50.97%,Nauru,506
MH,"August 29, 2021",10,40.29%,-68.14%,Marshall Islands (the),390
FM,"August 29, 2021",5,-23.63%,-80.58%,Micronesia (Federated States of),556
FJ,"August 29, 2021",2,15.69%,-84.02%,Fiji,4513
WS,"August 30, 2021",7,-10.84%,-90.42%,Samoa,510
VU,"August 30, 2021",3,10.75%,-54.47%,Vanuatu,3090
TO,"August 30, 2021",8,120.56%,-83.40%,Tonga,472
SB,"August 30, 2021",9,-18.07%,-79.92%,Solomon Islands,458
PW,"August 30, 2021",4,32.01%,-75.43%,Palau,565
PG,"August 30, 2021",1,-11.35%,48.07%,Papua New Guinea,39081
NR,"August 30, 2021",6,34.74%,-50.39%,Nauru,512
MH,"August 30, 2021",10,-12.16%,-74.94%,Marshall Islands (the),390
FM,"August 30, 2021",5,-23.63%,-80.81%,Micronesia (Federated States of),556
FJ,"August 30, 2021",2,-11.95%,-86.20%,Fiji,3927
WS,"August 31, 2021",6,-10.84%,-90.04%,Samoa,510
VU,"August 31, 2021",3,38.87%,-45.80%,Vanuatu,3680
TO,"August 31, 2021",7,,-83.40%,Tonga,472
SB,"August 31, 2021",8,-18.07%,-79.92%,Solomon Islands,458
PW,"August 31, 2021",4,32.01%,-73.35%,Palau,565
PG,"August 31, 2021",1,-8.30%,46.87%,Papua New Guinea,39204
NR,"August 31, 2021",10,-59.31%,-75.00%,Nauru,258
MH,"August 31, 2021",9,40.29%,-74.84%,Marshall Islands (the),390
FM,"August 31, 2021",5,-1.07%,-78.65%,Micronesia (Federated States of),556
FJ,"August 31, 2021",2,-11.52%,-85.90%,Fiji,3946
WS,"September 1, 2021",9,-54.18%,-92.93%,Samoa,340
VU,"September 1, 2021",3,23.97%,-47.44%,Vanuatu,3620
TO,"September 1, 2021",10,-36.02%,-89.38%,Tonga,302
SB,"September 1, 2021",6,-18.07%,-82.41%,Solomon Islands,458
PW,"September 1, 2021",5,32.01%,-73.72%,Palau,565
PG,"September 1, 2021",1,-7.33%,45.27%,Papua New Guinea,39278
NR,"September 1, 2021",8,-39.43%,-62.57%,Nauru,384
MH,"September 1, 2021",7,40.29%,-72.95%,Marshall Islands (the),390
FM,"September 1, 2021",4,54.04%,-75.90%,Micronesia (Federated States of),610
FJ,"September 1, 2021",2,-23.43%,-86.95%,Fiji,3671
WS,"September 2, 2021",8,-59.30%,-93.83%,Samoa,313
VU,"September 2, 2021",3,25.08%,-47.47%,Vanuatu,3690
TO,"September 2, 2021",9,-36.02%,-89.38%,Tonga,302
SB,"September 2, 2021",10,-41.05%,-90.13%,Solomon Islands,270
PW,"September 2, 2021",5,32.01%,-73.79%,Palau,565
PG,"September 2, 2021",1,-3.85%,50.12%,Papua New Guinea,40067
NR,"September 2, 2021",6,-16.72%,-48.54%,Nauru,528
MH,"September 2, 2021",7,-14.87%,-77.81%,Marshall Islands (the),332
FM,"September 2, 2021",4,54.04%,-76.40%,Micronesia (Federated States of),610
FJ,"September 2, 2021",2,-8.86%,-85.72%,Fiji,4024
WS,"September 3, 2021",8,-33.69%,-93.13%,Samoa,313
VU,"September 3, 2021",3,16.56%,-50.30%,Vanuatu,3520
TO,"September 3, 2021",9,-36.02%,-89.38%,Tonga,302
SB,"September 3, 2021",10,-41.05%,-89.66%,Solomon Islands,270
PW,"September 3, 2021",6,32.01%,-75.81%,Palau,565
PG,"September 3, 2021",1,-0.45%,58.80%,Papua New Guinea,40758
NR,"September 3, 2021",4,30.43%,-35.67%,Nauru,660
MH,"September 3, 2021",7,-14.87%,-77.81%,Marshall Islands (the),332
FM,"September 3, 2021",5,54.04%,-77.35%,Micronesia (Federated States of),610
FJ,"September 3, 2021",2,-11.07%,-86.41%,Fiji,3887
WS,"September 4, 2021",8,-33.69%,-93.39%,Samoa,313
VU,"September 4, 2021",3,18.87%,-46.86%,Vanuatu,3590
TO,"September 4, 2021",9,-36.02%,-89.38%,Tonga,302
SB,"September 4, 2021",10,-41.05%,-89.66%,Solomon Islands,270
PW,"September 4, 2021",5,30.39%,-75.37%,Palau,562
PG,"September 4, 2021",1,-1.93%,65.13%,Papua New Guinea,40248
NR,"September 4, 2021",4,111.58%,-21.79%,Nauru,804
MH,"September 4, 2021",7,-14.87%,-79.30%,Marshall Islands (the),332
FM,"September 4, 2021",6,-40.29%,-87.91%,Micronesia (Federated States of),332
FJ,"September 4, 2021",2,-1.37%,-85.64%,Fiji,4114
WS,"September 5, 2021",8,-33.69%,-93.65%,Samoa,313
VU,"September 5, 2021",3,11.15%,-47.76%,Vanuatu,3590
TO,"September 5, 2021",9,-36.02%,-88.26%,Tonga,302
SB,"September 5, 2021",10,-41.05%,-89.14%,Solomon Islands,270
PW,"September 5, 2021",5,-14.69%,-77.00%,Palau,482
PG,"September 5, 2021",1,1.87%,63.08%,Papua New Guinea,40470
NR,"September 5, 2021",4,33.99%,-12.63%,Nauru,678
MH,"September 5, 2021",7,-14.87%,-77.54%,Marshall Islands (the),332
FM,"September 5, 2021",6,-28.78%,-85.86%,Micronesia (Federated States of),396
FJ,"September 5, 2021",2,-14.20%,-86.74%,Fiji,3872
WS,"September 6, 2021",10,-46.08%,-94.11%,Samoa,275
VU,"September 6, 2021",3,18.45%,-49.15%,Vanuatu,3660
TO,"September 6, 2021",8,-36.02%,-89.53%,Tonga,302
SB,"September 6, 2021",6,-9.61%,-83.35%,Solomon Islands,414
PW,"September 6, 2021",5,-14.69%,-77.00%,Palau,482
PG,"September 6, 2021",1,5.46%,63.98%,Papua New Guinea,41216
NR,"September 6, 2021",4,6.64%,-29.64%,Nauru,546
MH,"September 6, 2021",9,-28.72%,-75.74%,Marshall Islands (the),278
FM,"September 6, 2021",7,-28.78%,-84.97%,Micronesia (Federated States of),396
FJ,"September 6, 2021",2,13.04%,-84.93%,Fiji,4439
WS,"September 7, 2021",10,-46.08%,-94.33%,Samoa,275
VU,"September 7, 2021",3,-12.77%,-55.81%,Vanuatu,3210
TO,"September 7, 2021",8,-36.02%,-89.53%,Tonga,302
SB,"September 7, 2021",7,-9.61%,-83.76%,Solomon Islands,414
PW,"September 7, 2021",6,-14.69%,-78.82%,Palau,482
PG,"September 7, 2021",1,6.07%,61.45%,Papua New Guinea,41585
NR,"September 7, 2021",4,160.47%,-13.40%,Nauru,672
MH,"September 7, 2021",9,-28.72%,-72.75%,Marshall Islands (the),278
FM,"September 7, 2021",5,-8.63%,-79.30%,Micronesia (Federated States of),508
FJ,"September 7, 2021",2,21.26%,-84.24%,Fiji,4785
WS,"September 8, 2021",10,-19.12%,-94.92%,Samoa,275
VU,"September 8, 2021",3,-0.83%,-49.59%,Vanuatu,3590
TO,"September 8, 2021",8,0.00%,-89.53%,Tonga,302
SB,"September 8, 2021",7,-9.61%,-84.05%,Solomon Islands,414
PW,"September 8, 2021",6,-14.69%,-78.54%,Palau,482
PG,"September 8, 2021",1,4.64%,63.44%,Papua New Guinea,41101
NR,"September 8, 2021",4,75.00%,-14.07%,Nauru,672
MH,"September 8, 2021",9,-28.72%,-71.10%,Marshall Islands (the),278
FM,"September 8, 2021",5,-16.72%,-79.30%,Micronesia (Federated States of),508
FJ,"September 8, 2021",2,32.80%,-83.80%,Fiji,4875
WS,"September 9, 2021",10,-93.93%,-99.65%,Samoa,19
VU,"September 9, 2021",3,-7.32%,-54.06%,Vanuatu,3420
TO,"September 9, 2021",8,0.00%,-89.53%,Tonga,302
SB,"September 9, 2021",4,169.63%,-70.44%,Solomon Islands,728
PW,"September 9, 2021",7,-14.69%,-78.48%,Palau,482
PG,"September 9, 2021",1,-0.13%,58.76%,Papua New Guinea,40016
NR,"September 9, 2021",5,0.00%,-32.48%,Nauru,528
MH,"September 9, 2021",9,-16.27%,-69.38%,Marshall Islands (the),278
FM,"September 9, 2021",6,-16.72%,-79.30%,Micronesia (Federated States of),508
FJ,"September 9, 2021",2,19.61%,-83.95%,Fiji,4813
WS,"September 10, 2021",8,2.56%,-94.14%,Samoa,321
VU,"September 10, 2021",3,-6.82%,-56.74%,Vanuatu,3280
TO,"September 10, 2021",9,0.00%,-89.53%,Tonga,302
SB,"September 10, 2021",4,169.63%,-71.90%,Solomon Islands,728
PW,"September 10, 2021",7,-14.69%,-76.60%,Palau,482
PG,"September 10, 2021",1,-3.28%,55.42%,Papua New Guinea,39422
NR,"September 10, 2021",5,-20.61%,-19.63%,Nauru,524
MH,"September 10, 2021",10,-16.27%,-64.18%,Marshall Islands (the),278
FM,"September 10, 2021",6,-16.72%,-79.30%,Micronesia (Federated States of),508
FJ,"September 10, 2021",2,41.93%,-81.42%,Fiji,5517
WS,"September 11, 2021",8,2.56%,-93.85%,Samoa,321
VU,"September 11, 2021",3,-10.58%,-59.39%,Vanuatu,3210
TO,"September 11, 2021",9,0.00%,-89.29%,Tonga,302
SB,"September 11, 2021",4,169.63%,-70.44%,Solomon Islands,728
PW,"September 11, 2021",6,17.97%,-70.65%,Palau,663
PG,"September 11, 2021",1,-2.80%,47.53%,Papua New Guinea,39122
NR,"September 11, 2021",7,-52.74%,-3.06%,Nauru,380
MH,"September 11, 2021",10,-16.27%,-54.43%,Marshall Islands (the),278
FM,"September 11, 2021",5,103.01%,-70.54%,Micronesia (Federated States of),674
FJ,"September 11, 2021",2,25.98%,-82.62%,Fiji,5183
WS,"September 12, 2021",8,2.56%,-94.17%,Samoa,321
VU,"September 12, 2021",3,-16.43%,-62.69%,Vanuatu,3000
TO,"September 12, 2021",9,0.00%,-89.31%,Tonga,302
SB,"September 12, 2021",4,169.63%,-71.90%,Solomon Islands,728
PW,"September 12, 2021",5,37.55%,-72.88%,Palau,663
PG,"September 12, 2021",1,-2.25%,49.12%,Papua New Guinea,39559
NR,"September 12, 2021",7,-43.95%,-2.06%,Nauru,380
MH,"September 12, 2021",10,-16.27%,-54.43%,Marshall Islands (the),278
FM,"September 12, 2021",6,54.04%,-74.58%,Micronesia (Federated States of),610
FJ,"September 12, 2021",2,45.56%,-80.97%,Fiji,5636
WS,"September 13, 2021",9,16.73%,-93.99%,Samoa,321
VU,"September 13, 2021",3,-16.12%,-61.12%,Vanuatu,3070
